rel_day,dd_pct_2021,dd_pct_2025,dd_pct_2021_scaled,dd_pct_2025_scaled
10,-15.771491610699261,-4.1472121418876355,-9.105674926959143,-4.1472121418876355
11,-13.966969224007252,-6.962890794957799,-8.063833441243805,-6.962890794957799
12,-11.575501486090312,-5.550649858430356,-6.683118898999155,-5.550649858430356
13,-13.090918350080749,-6.037834583610224,-7.5580452333585315,-6.037834583610224
14,-16.64726121037048,-4.9129571063528665,-9.611300741077411,-4.9129571063528665
15,-14.780044272567782,-4.9129571063528665,-8.533262539401594,-4.9129571063528665
16,-15.37283716752087,-8.061781031646142,-8.875511676876458,-8.061781031646142
17,-12.71572810135584,,-7.3414290422598825,
18,-20.44908247597732,,-11.806283272186365,
19,-18.855308526029635,,-10.886117453156654,
20,-15.185582533046382,,-8.767400163255607,
21,-14.388836195200183,,-8.307398450624255,
22,-15.75397858733114,,-9.095563778203234,
23,-15.295930864564511,,-8.831109802162224,
24,-16.344358445252105,,-9.436419748098036,
25,-20.461739817464853,,-11.813590991701416,
26,-27.162521597051537,,-15.682289155926728,
27,-26.848737959426327,,-15.501126088276513,
28,-25.119123348087392,,-14.50253262682567,
29,-24.99207620815064,,-14.429181926383412,
30,-25.314164838260634,,-14.615139883680335,
31,-29.471013429661376,,-17.01509753690607,
32,-30.029875767083002,,-17.33775685785639,
33,-26.93551846913377,,-15.551228838916517,
34,-25.81059909491866,,-14.901756335396799,
35,-30.851211396403798,,-17.81195520453978,
36,-28.379062358946506,,-16.38465929228694,
37,-27.608208056494078,,-15.93960635326005,
38,-29.45385570008939,,-17.005191517119002,
39,-31.57744671962419,,-18.23124736389609,
40,-30.637961099178334,,-17.688835088031894,
41,-30.855297275059424,,-17.814314187681482,
42,-30.590277710954574,,-17.66130507100503,
43,-27.55396653694988,,-15.908289997349952,
44,-28.014012787319796,,-16.1738978238407,
45,-24.787190119042656,,-14.310890887683708,
46,-24.714843419803458,,-14.269121501402976,
47,-25.345830397841695,,-14.633422003028501,
48,-24.792282663454014,,-14.313831069570465,
49,-24.974000636271963,,-14.418745990093502,
50,-29.498060169892604,,-17.03071297965927,
51,-31.175727867454096,,-17.999314876457138,
