u,obs_2017,fit_2017,obs_2021,fit_2021,obs_2025,fit_2025
0.8894472361809045,4.421364120086844,2.2703388416618937,1.8581847320263016,1.972931106705236,0.9347394903973663,1.7144829134649604
0.8944723618090452,4.387325319512919,2.336239465465449,1.862835947214648,2.030198941914424,1.0238618070448613,1.7642488300869794
0.8994974874371859,3.9591507857285366,2.3359552027020998,2.0392397644492535,2.029951916740033,1.03606480107366,1.764034164486518
0.9045226130653267,3.8741723392584744,2.328751703858411,2.0212109134561826,2.023692055134782,1.058382644155686,1.7585943264068293
0.9095477386934674,4.413511614324379,2.2043812875082467,1.5488210793621076,1.9156137988549813,1.028343827871547,1.6646740049728737
0.914572864321608,5.53472325759518,2.487262941243053,1.7359778350122301,2.161438784944319,1.0509661644194321,1.8782966382825423
0.9195979899497487,5.879158885715076,2.4956228242219334,1.634529718107161,2.168703547751872,1.0614329161234162,1.8846097384519274
0.9246231155778895,5.445346575883923,2.384796829266279,1.502941128529624,2.072395433356263,1.0875528840976683,1.8009177048081138
0.9296482412060302,4.501212421461983,2.5662336473518503,2.014022919865926,2.23006455997906,1.2233715897285702,1.9379326378977748
0.9346733668341709,3.924362922311258,2.532906781112882,2.1584577690844724,2.2011034155519424,1.258950409264329,1.9127653185190436
0.9396984924623115,5.33010304576848,2.941182088095315,2.535395189496017,2.5558958537836047,1.2355154857610182,2.221080987073018
0.9447236180904522,5.633353963277211,3.0094399308261623,2.6139893914619456,2.615212119148516,1.2146464895998281,2.2726269955033507
0.949748743718593,6.038959319821283,3.129513149058955,2.782876009919501,2.719556097671244,1.196845535077015,2.363302218622989
0.9547738693467337,5.826379757764179,3.278840144934642,3.2608637947457138,2.8493216946947832,1.2175673888084821,2.4760689027187035
0.9597989949748744,7.398664192804719,3.5454840295232883,3.3087031272283443,3.081036011810803,1.194755958993553,2.677429323338789
0.964824120603015,8.412630647485052,3.741001279982312,3.429697538372689,3.2509410754292904,1.1908022590251333,2.8250773215355123
0.9698492462311558,9.878929558970176,3.8214575266348105,3.1865874697645853,3.320857789549932,1.163362608989783,2.885835150999531
0.9748743718592965,10.685308807034389,3.7651666659981453,3.0479174877176187,3.2719408666944907,1.0755387322368306,2.8433262016855356
0.9798994974874372,19.226574918836043,4.7438850343735615,3.2738778346632738,4.122449996978408,1.1130169946327713,3.5824211283466405
0.9849246231155779,17.22915078795302,4.560471213152462,3.1435719254183607,3.9630628488371658,1.1492264308472149,3.4439132295227335
0.9899497487437187,21.765889771418262,4.9819829463790315,3.25140460085029,4.329357780264756,1.146629184499282,3.762224598372396
0.9949748743718593,20.32349721938994,4.915979565842569,3.213406860691391,4.27200064915354,1.1937950424956132,3.7123810833498303
1.0,24.79599164255665,5.472493591329063,3.722329828966597,4.755612968183566,1.165260900229208,4.13264160582839
